overview,genres
"A man whose girl is threatened to be kidnapped sends her for protection with a private detective. He takes her to a mansion, where many kidnapped girls waiting to be ransomed are drugged and subjugated to all kinds of sexual depravities.",['Drama']
"A Latino American veteran who seeks work as a day laborer in order to keep his family afloat. A regular day turns into a deadly game of survival when he is mistakenly dropped off at a private ranch in El Paso, Texas to be hunted for sport.",['Action'|'Thriller']
A Romanian police officer teams up with a small crew of old friends from the World War II Jewish Resistance to pull off a heist by convincing everyone at the scene of the crime that they are only filming a movie.,['Comedy'|'Crime'|'Drama']
A goods trader in southern Africa aids a mysterious nun escape the clutches of a dangerous ivory and animal trafficker.,['Adventure']
"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",['Action'|'Adventure'|'Crime']
"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of... Read all",['Animation'|'Adventure'|'Comedy']
"The Amendment is the true and inspiring story of finding triumph over tragedy, injustice and loss. In 1979, Brooks Douglass and his sister Leslie survived a devastating crime that rocked their community and took their parents' lives. Initially sent into an emotional tailspin Broo... Read all",['Action']
"A former marine is trapped in an elite underground fight club. When cops swoop in they discover only one man left alive, him. But all is not as it seems. Is he the sole survivor or a mass murderer?",['Action'|'Thriller']
"After a man falls from his balcony, a police investigation focuses on the man's son and daughter-in-law.",['Comedy'|'Crime'|'Drama']
A common farmer turns into an IAS police officer to help the poor and fight against corruption and finally taking the revenge of his murdered sister.,['Action']
"At his mother's funeral, banker Henry meets his Aunt Augusta, an eccentric old woman who takes him on a wild adventure to rescue an old lover.",['Adventure'|'Comedy']
"Milla, a seriously ill teenager, falls in love with a drug dealer, Moses, her parents' worst nightmare.",['Comedy'|'Drama'|'Music']
A reverend puts an engaged couple through a grueling marriage preparation course to see if they are meant to be married in his church.,['Comedy'|'Romance']
"In THE HUMAN RACE a group of 80 people are ripped out of their daily lives and all re-appear in an undisclosed location. These people are from all walks of life: young and old, athletic and disabled, white-collared and homeless. The rules to a race boom in their heads, in their o... Read all",['Action'|'Comedy'|'Horror']
Two elven brothers embark on a quest to bring their father back for one day.,['Animation'|'Adventure'|'Comedy']
"Arising out of the horror of the Spanish Civil War, a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep, dark and devastating connection to the saint's life.",['Biography'|'Drama'|'War']
"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",['Crime'|'Drama'|'Thriller']
Five friends spend one last summer together as they begin transitioning to adulthood.,['Comedy'|'Drama']
A working-class girl is thwarted and embarrassed in her attempts to move up socially by her gauche family and unstable father.,['Comedy'|'Drama'|'Romance']
"A classically-trained martial artist goes to work as a mob debt collector. The job seems easy enough, until a client drags him into a situation deeper than could ever be anticipated.",['Action'|'Comedy']
"When Chef finds out his family will be deported if he doesn't pay government imposed fees, he turns to his boss who offers him an opportunity as a black market driver to earn the money.",['Crime'|'Drama'|'Thriller']
"Dolemite flees to California, where he helps Queen Bee and her Kung Fu prostitutes battle a local gangster.",['Action'|'Comedy'|'Drama']
"In the Pennsylvanian coal mines of 1876, a group of Irish immigrant workers begin to retaliate against the cruelty of their work environment.",['Drama'|'History']
"An orphan, with a brilliant mind, joins RAW and is burdened by the killing of his entire team. Until he doesn't avenge their death, he can't live in peace with his love. So, he hatches a genius plan.",['Action'|'Thriller']
A troubled group of children living on the same block are haunted by a talking dog named Labby who brings them on surreal hell-rides between different dimensions and time periods.,['Animation'|'Fantasy'|'Horror']
"""The Alpines"" is a psychological thriller that follows seven friends coming together for a weekend getaway after several years of little to no contact. They've grown apart. They've moved on with their lives. But the secrets of their past have come back to haunt them. This time wi... Read all",['Drama'|'Horror'|'Mystery']
"In the 1920s, the Provence is a magnet for immigrants seeking work in the quarries or in agriculture. Many mingle with locals and settle down permanently - like Toni, an Italian who has moved in with Marie, a Frenchwoman. Even a well-ordered existence is not immune from boredom, ... Read all",['Crime'|'Drama'|'Romance']
An orphan goes to live with his free-spirited aunt. Conflict ensues when the executor of his father's estate objects to the aunt's lifestyle.,['Comedy'|'Drama'|'Romance']
A suburban father and husband embraces a life of crime in order to support his family.,['Crime'|'Drama']
"Stephen is a socially awkward, middle aged telemarketer and is desperately alone. At the suggestion of Nick, a co-worker, he goes out into the night to find a prostitute for ""The Girlfriend Experience"". With this, he meets Christa, a streetwise call girl who's happy to fulfill hi... Read all",['Horror'|'Romance'|'Thriller']
"In Oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies.",['Comedy'|'Drama'|'Musical']
A man's heroic attempt to help a woman in distress ends up with him waking up the next day without a kidney and plotting his revenge.,['Action'|'Thriller']
A detached university student faces the consequences of astral projection when he uses it to reconnect with his dead mother.,['Drama'|'Horror'|'Sci-Fi']
Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,['Crime'|'Drama'|'History']
"A pair of con artists recruit their longtime mentor to ""play"" God in order to scam a grieving billionaire.",['Comedy'|'Drama']
"An international film star's world collapses when her film director husband is outed by the paparazzi as having a baby with his new young leading lady. Seeking solace and healing, she escapes to a Caribbean boutique hotel resort.",['Mystery'|'Romance']
"OREN a skateboarder in a Dystopia future, comes into self discovery that he is the descendant of a Greek God and is plunged into a battle with a Gothicized Fallen society that wants to turn the outside world into hell on earth.",['Action'|'Fantasy'|'Sci-Fi']
A sleazy writer has a chance to redeem himself when he goes to stay with his grandmother and befriends the neighbors.,['Comedy'|'Drama'|'Romance']
"Triad boss Lung, who has just escaped being killed in an assassination, hires five killers for his protection. Their grown solidarity is under compulsion when Lung gives a special order.",['Action']
"Psychologist Dr. Matthew Clark is the head of the Crawthorne State Training Institute, one of the first boarding schools for developmentally challenged children. Dr. Clark is sympathetic but demanding of his teachers and students. His approach of tough love is controversial. He t... Read all",['Drama']
